buying,maint,doors,persons,lug_boot,safety,class
med,med,1,more,big,low,1
med,med,1,more,big,med,0
med,med,1,more,big,high,0
med,med,4,2,small,low,1
med,med,4,2,small,med,1
med,med,4,2,small,high,1
med,med,4,2,med,low,1
med,med,4,2,med,med,1
med,med,4,2,med,high,1
med,med,4,2,big,low,1
med,med,4,2,big,med,1
med,med,4,2,big,high,1
med,med,4,4,small,low,1
med,med,4,4,small,med,0
med,med,4,4,small,high,0
med,med,4,4,med,low,1
med,med,4,4,med,med,0
med,med,4,4,med,high,0
med,med,4,4,big,low,1
med,med,4,4,big,med,0
med,med,4,4,big,high,0
med,med,4,more,small,low,1
med,med,4,more,small,med,0
med,med,4,more,small,high,0
med,med,4,more,med,low,1
med,med,4,more,med,med,0
med,med,4,more,med,high,0
med,med,4,more,big,low,1
med,med,4,more,big,med,0
med,med,4,more,big,high,0
med,med,5more,2,small,low,1
med,med,5more,2,small,med,1
med,med,5more,2,small,high,1
med,med,5more,2,med,low,1
med,med,5more,2,med,med,1
med,med,5more,2,med,high,1
med,med,5more,2,big,low,1
med,med,5more,2,big,med,1
med,med,5more,2,big,high,1
med,med,5more,4,small,low,1
med,med,5more,4,small,med,0
med,med,5more,4,small,high,0
med,med,5more,4,med,low,1
med,med,5more,4,med,med,0
med,med,5more,4,med,high,0
med,med,5more,4,big,low,1
med,med,5more,4,big,med,0
med,med,5more,4,big,high,0
med,med,5more,more,small,low,1
med,med,5more,more,small,med,0
med,med,5more,more,small,high,0
med,med,5more,more,med,low,1
med,med,5more,more,med,med,0
med,med,5more,more,med,high,0
med,med,5more,more,big,low,1
med,med,5more,more,big,med,0
med,med,5more,more,big,high,0
med,low,2,2,small,low,1
med,low,2,2,small,med,1
med,low,2,2,small,high,1
med,low,2,2,med,low,1
med,low,2,2,med,med,1
med,low,2,2,med,high,1
med,low,2,2,big,low,1
med,low,2,2,big,med,1
med,low,2,2,big,high,1
med,low,2,4,small,low,1
med,low,2,4,small,med,0
med,low,2,4,small,high,0
med,low,2,4,med,low,1
med,low,2,4,med,med,0
med,low,2,4,med,high,0
med,low,2,4,big,low,1
med,low,2,4,big,med,0
med,low,2,4,big,high,0
med,low,2,more,small,low,1
med,low,2,more,small,med,1
med,low,2,more,small,high,1
med,low,2,more,med,low,1
med,low,2,more,med,med,0
med,low,2,more,med,high,0
med,low,2,more,big,low,1
med,low,2,more,big,med,0
med,low,2,more,big,high,0
med,low,1,2,small,low,1
med,low,1,2,small,med,1
med,low,1,2,small,high,1
med,low,1,2,med,low,1
med,low,1,2,med,med,1
med,low,1,2,med,high,1
med,low,1,2,big,low,1
med,low,1,2,big,med,1
med,low,1,2,big,high,1
med,low,1,4,small,low,1
med,low,1,4,small,med,0
med,low,1,4,small,high,0
med,low,1,4,med,low,1
med,low,1,4,med,med,0
med,low,1,4,med,high,0
med,low,1,4,big,low,1
med,low,1,4,big,med,0
med,low,1,4,big,high,0
med,low,1,more,small,low,1
med,low,1,more,small,med,0
med,low,1,more,small,high,0
med,low,1,more,med,low,1
med,low,1,more,med,med,0
med,low,1,more,med,high,0
med,low,1,more,big,low,1
med,low,1,more,big,med,0
med,low,1,more,big,high,0
med,low,4,2,small,low,1
med,low,4,2,small,med,1
med,low,4,2,small,high,1
med,low,4,2,med,low,1
med,low,4,2,med,med,1
med,low,4,2,med,high,1
med,low,4,2,big,low,1
med,low,4,2,big,med,1
med,low,4,2,big,high,1
med,low,4,4,small,low,1
med,low,4,4,small,med,0
med,low,4,4,small,high,0
med,low,4,4,med,low,1
med,low,4,4,med,med,0
med,low,4,4,med,high,0
med,low,4,4,big,low,1
med,low,4,4,big,med,0
med,low,4,4,big,high,0
med,low,4,more,small,low,1
med,low,4,more,small,med,0
med,low,4,more,small,high,0
med,low,4,more,med,low,1
med,low,4,more,med,med,0
med,low,4,more,med,high,0
med,low,4,more,big,low,1
med,low,4,more,big,med,0
med,low,4,more,big,high,0
med,low,5more,2,small,low,1
med,low,5more,2,small,med,1
med,low,5more,2,small,high,1
med,low,5more,2,med,low,1
med,low,5more,2,med,med,1
med,low,5more,2,med,high,1
med,low,5more,2,big,low,1
med,low,5more,2,big,med,1
med,low,5more,2,big,high,1
med,low,5more,4,small,low,1
med,low,5more,4,small,med,0
med,low,5more,4,small,high,0
med,low,5more,4,med,low,1
med,low,5more,4,med,med,0
med,low,5more,4,med,high,0
med,low,5more,4,big,low,1
med,low,5more,4,big,med,0
med,low,5more,4,big,high,0
med,low,5more,more,small,low,1
med,low,5more,more,small,med,0
med,low,5more,more,small,high,0
med,low,5more,more,med,low,1
med,low,5more,more,med,med,0
med,low,5more,more,med,high,0
med,low,5more,more,big,low,1
med,low,5more,more,big,med,0
med,low,5more,more,big,high,0
low,vhigh,2,2,small,low,1
low,vhigh,2,2,small,med,1
low,vhigh,2,2,small,high,1
low,vhigh,2,2,med,low,1
low,vhigh,2,2,med,med,1
low,vhigh,2,2,med,high,1
low,vhigh,2,2,big,low,1
low,vhigh,2,2,big,med,1
low,vhigh,2,2,big,high,1
low,vhigh,2,4,small,low,1
low,vhigh,2,4,small,med,1
low,vhigh,2,4,small,high,0
low,vhigh,2,4,med,low,1
low,vhigh,2,4,med,med,1
low,vhigh,2,4,med,high,0
low,vhigh,2,4,big,low,1
low,vhigh,2,4,big,med,0
low,vhigh,2,4,big,high,0
low,vhigh,2,more,small,low,1
low,vhigh,2,more,small,med,1
low,vhigh,2,more,small,high,1
low,vhigh,2,more,med,low,1
low,vhigh,2,more,med,med,1
low,vhigh,2,more,med,high,0
low,vhigh,2,more,big,low,1
low,vhigh,2,more,big,med,0
low,vhigh,2,more,big,high,0
low,vhigh,1,2,small,low,1
low,vhigh,1,2,small,med,1
low,vhigh,1,2,small,high,1
low,vhigh,1,2,med,low,1
low,vhigh,1,2,med,med,1
low,vhigh,1,2,med,high,1
low,vhigh,1,2,big,low,1
low,vhigh,1,2,big,med,1
low,vhigh,1,2,big,high,1
low,vhigh,1,4,small,low,1
low,vhigh,1,4,small,med,1
low,vhigh,1,4,small,high,0
low,vhigh,1,4,med,low,1
low,vhigh,1,4,med,med,1
low,vhigh,1,4,med,high,0
low,vhigh,1,4,big,low,1
low,vhigh,1,4,big,med,0
low,vhigh,1,4,big,high,0
low,vhigh,1,more,small,low,1
low,vhigh,1,more,small,med,1
low,vhigh,1,more,small,high,0
low,vhigh,1,more,med,low,1
low,vhigh,1,more,med,med,0
low,vhigh,1,more,med,high,0
low,vhigh,1,more,big,low,1
low,vhigh,1,more,big,med,0
low,vhigh,1,more,big,high,0
low,vhigh,4,2,small,low,1
low,vhigh,4,2,small,med,1
low,vhigh,4,2,small,high,1
low,vhigh,4,2,med,low,1
low,vhigh,4,2,med,med,1
low,vhigh,4,2,med,high,1
low,vhigh,4,2,big,low,1
low,vhigh,4,2,big,med,1
low,vhigh,4,2,big,high,1
low,vhigh,4,4,small,low,1
low,vhigh,4,4,small,med,1
low,vhigh,4,4,small,high,0
low,vhigh,4,4,med,low,1
low,vhigh,4,4,med,med,0
low,vhigh,4,4,med,high,0
low,vhigh,4,4,big,low,1
low,vhigh,4,4,big,med,0
low,vhigh,4,4,big,high,0
low,vhigh,4,more,small,low,1
low,vhigh,4,more,small,med,1
low,vhigh,4,more,small,high,0
low,vhigh,4,more,med,low,1
low,vhigh,4,more,med,med,0
low,vhigh,4,more,med,high,0
low,vhigh,4,more,big,low,1
low,vhigh,4,more,big,med,0
low,vhigh,4,more,big,high,0
low,vhigh,5more,2,small,low,1
low,vhigh,5more,2,small,med,1
low,vhigh,5more,2,small,high,1
low,vhigh,5more,2,med,low,1
low,vhigh,5more,2,med,med,1
low,vhigh,5more,2,med,high,1
low,vhigh,5more,2,big,low,1
low,vhigh,5more,2,big,med,1
low,vhigh,5more,2,big,high,1
low,vhigh,5more,4,small,low,1
low,vhigh,5more,4,small,med,1
low,vhigh,5more,4,small,high,0
low,vhigh,5more,4,med,low,1
low,vhigh,5more,4,med,med,0
low,vhigh,5more,4,med,high,0
low,vhigh,5more,4,big,low,1
low,vhigh,5more,4,big,med,0
low,vhigh,5more,4,big,high,0
low,vhigh,5more,more,small,low,1
low,vhigh,5more,more,small,med,1
low,vhigh,5more,more,small,high,0
low,vhigh,5more,more,med,low,1
low,vhigh,5more,more,med,med,0
low,vhigh,5more,more,med,high,0
low,vhigh,5more,more,big,low,1
low,vhigh,5more,more,big,med,0
low,vhigh,5more,more,big,high,0
low,high,2,2,small,low,1
low,high,2,2,small,med,1
low,high,2,2,small,high,1
low,high,2,2,med,low,1
low,high,2,2,med,med,1
low,high,2,2,med,high,1
low,high,2,2,big,low,1
low,high,2,2,big,med,1
low,high,2,2,big,high,1
low,high,2,4,small,low,1
low,high,2,4,small,med,0
low,high,2,4,small,high,0
low,high,2,4,med,low,1
low,high,2,4,med,med,0
low,high,2,4,med,high,0
low,high,2,4,big,low,1
low,high,2,4,big,med,0
low,high,2,4,big,high,0
low,high,2,more,small,low,1
low,high,2,more,small,med,1
low,high,2,more,small,high,1
low,high,2,more,med,low,1
low,high,2,more,med,med,0
low,high,2,more,med,high,0
low,high,2,more,big,low,1
low,high,2,more,big,med,0
low,high,2,more,big,high,0
low,high,1,2,small,low,1
low,high,1,2,small,med,1
low,high,1,2,small,high,1
low,high,1,2,med,low,1
low,high,1,2,med,med,1
low,high,1,2,med,high,1
low,high,1,2,big,low,1
low,high,1,2,big,med,1
low,high,1,2,big,high,1
low,high,1,4,small,low,1
low,high,1,4,small,med,0
low,high,1,4,small,high,0
low,high,1,4,med,low,1
low,high,1,4,med,med,0
low,high,1,4,med,high,0
low,high,1,4,big,low,1
low,high,1,4,big,med,0
low,high,1,4,big,high,0
low,high,1,more,small,low,1
low,high,1,more,small,med,0
low,high,1,more,small,high,0
low,high,1,more,med,low,1
low,high,1,more,med,med,0
low,high,1,more,med,high,0
low,high,1,more,big,low,1
low,high,1,more,big,med,0
low,high,1,more,big,high,0
low,high,4,2,small,low,1
low,high,4,2,small,med,1
low,high,4,2,small,high,1
low,high,4,2,med,low,1
low,high,4,2,med,med,1
low,high,4,2,med,high,1
low,high,4,2,big,low,1
low,high,4,2,big,med,1
low,high,4,2,big,high,1
low,high,4,4,small,low,1
low,high,4,4,small,med,0
low,high,4,4,small,high,0
low,high,4,4,med,low,1
low,high,4,4,med,med,0
low,high,4,4,med,high,0
low,high,4,4,big,low,1
low,high,4,4,big,med,0
low,high,4,4,big,high,0
low,high,4,more,small,low,1
low,high,4,more,small,med,0
low,high,4,more,small,high,0
low,high,4,more,med,low,1
low,high,4,more,med,med,0
low,high,4,more,med,high,0
low,high,4,more,big,low,1
low,high,4,more,big,med,0
low,high,4,more,big,high,0
low,high,5more,2,small,low,1
low,high,5more,2,small,med,1
low,high,5more,2,small,high,1
low,high,5more,2,med,low,1
low,high,5more,2,med,med,1
low,high,5more,2,med,high,1
low,high,5more,2,big,low,1
low,high,5more,2,big,med,1
low,high,5more,2,big,high,1
low,high,5more,4,small,low,1
low,high,5more,4,small,med,0
low,high,5more,4,small,high,0
low,high,5more,4,med,low,1
low,high,5more,4,med,med,0
low,high,5more,4,med,high,0
low,high,5more,4,big,low,1
low,high,5more,4,big,med,0
low,high,5more,4,big,high,0
low,high,5more,more,small,low,1
low,high,5more,more,small,med,0
low,high,5more,more,small,high,0
low,high,5more,more,med,low,1
low,high,5more,more,med,med,0
low,high,5more,more,med,high,0
low,high,5more,more,big,low,1
low,high,5more,more,big,med,0
low,high,5more,more,big,high,0
low,med,2,2,small,low,1
low,med,2,2,small,med,1
low,med,2,2,small,high,1
low,med,2,2,med,low,1
low,med,2,2,med,med,1
low,med,2,2,med,high,1
low,med,2,2,big,low,1
low,med,2,2,big,med,1
low,med,2,2,big,high,1
low,med,2,4,small,low,1
low,med,2,4,small,med,0
low,med,2,4,small,high,0
low,med,2,4,med,low,1
low,med,2,4,med,med,0
low,med,2,4,med,high,0
low,med,2,4,big,low,1
low,med,2,4,big,med,0
low,med,2,4,big,high,0
low,med,2,more,small,low,1
low,med,2,more,small,med,1
low,med,2,more,small,high,1
low,med,2,more,med,low,1
low,med,2,more,med,med,0
low,med,2,more,med,high,0
low,med,2,more,big,low,1
low,med,2,more,big,med,0
low,med,2,more,big,high,0
low,med,1,2,small,low,1
low,med,1,2,small,med,1
low,med,1,2,small,high,1
low,med,1,2,med,low,1
low,med,1,2,med,med,1
low,med,1,2,med,high,1
low,med,1,2,big,low,1
low,med,1,2,big,med,1
low,med,1,2,big,high,1
low,med,1,4,small,low,1
low,med,1,4,small,med,0
low,med,1,4,small,high,0
low,med,1,4,med,low,1
low,med,1,4,med,med,0
low,med,1,4,med,high,0
low,med,1,4,big,low,1
low,med,1,4,big,med,0
low,med,1,4,big,high,0
low,med,1,more,small,low,1
low,med,1,more,small,med,0
low,med,1,more,small,high,0
low,med,1,more,med,low,1
low,med,1,more,med,med,0
low,med,1,more,med,high,0
low,med,1,more,big,low,1
low,med,1,more,big,med,0
low,med,1,more,big,high,0
low,med,4,2,small,low,1
low,med,4,2,small,med,1
low,med,4,2,small,high,1
low,med,4,2,med,low,1
low,med,4,2,med,med,1
low,med,4,2,med,high,1
low,med,4,2,big,low,1
low,med,4,2,big,med,1
low,med,4,2,big,high,1
low,med,4,4,small,low,1
low,med,4,4,small,med,0
low,med,4,4,small,high,0
low,med,4,4,med,low,1
low,med,4,4,med,med,0
low,med,4,4,med,high,0
low,med,4,4,big,low,1
low,med,4,4,big,med,0
low,med,4,4,big,high,0
low,med,4,more,small,low,1
low,med,4,more,small,med,0
low,med,4,more,small,high,0
low,med,4,more,med,low,1
low,med,4,more,med,med,0
low,med,4,more,med,high,0
low,med,4,more,big,low,1
low,med,4,more,big,med,0
low,med,4,more,big,high,0
low,med,5more,2,small,low,1
low,med,5more,2,small,med,1
low,med,5more,2,small,high,1
low,med,5more,2,med,low,1
low,med,5more,2,med,med,1
low,med,5more,2,med,high,1
low,med,5more,2,big,low,1
low,med,5more,2,big,med,1
low,med,5more,2,big,high,1
low,med,5more,4,small,low,1
low,med,5more,4,small,med,0
low,med,5more,4,small,high,0
low,med,5more,4,med,low,1
low,med,5more,4,med,med,0
low,med,5more,4,med,high,0
low,med,5more,4,big,low,1
low,med,5more,4,big,med,0
low,med,5more,4,big,high,0
low,med,5more,more,small,low,1
low,med,5more,more,small,med,0
low,med,5more,more,small,high,0
low,med,5more,more,med,low,1
low,med,5more,more,med,med,0
low,med,5more,more,med,high,0
low,med,5more,more,big,low,1
low,med,5more,more,big,med,0
low,med,5more,more,big,high,0
low,low,2,2,small,low,1
low,low,2,2,small,med,1
low,low,2,2,small,high,1
low,low,2,2,med,low,1
low,low,2,2,med,med,1
low,low,2,2,med,high,1
low,low,2,2,big,low,1
low,low,2,2,big,med,1
low,low,2,2,big,high,1
low,low,2,4,small,low,1
low,low,2,4,small,med,0
low,low,2,4,small,high,0
low,low,2,4,med,low,1
low,low,2,4,med,med,0
low,low,2,4,med,high,0
low,low,2,4,big,low,1
low,low,2,4,big,med,0
low,low,2,4,big,high,0
low,low,2,more,small,low,1
low,low,2,more,small,med,1
low,low,2,more,small,high,1
low,low,2,more,med,low,1
low,low,2,more,med,med,0
low,low,2,more,med,high,0
low,low,2,more,big,low,1
low,low,2,more,big,med,0
low,low,2,more,big,high,0
low,low,1,2,small,low,1
low,low,1,2,small,med,1
low,low,1,2,small,high,1
low,low,1,2,med,low,1
low,low,1,2,med,med,1
low,low,1,2,med,high,1
low,low,1,2,big,low,1
low,low,1,2,big,med,1
low,low,1,2,big,high,1
low,low,1,4,small,low,1
low,low,1,4,small,med,0
low,low,1,4,small,high,0
low,low,1,4,med,low,1
low,low,1,4,med,med,0
low,low,1,4,med,high,0
low,low,1,4,big,low,1
low,low,1,4,big,med,0
low,low,1,4,big,high,0
low,low,1,more,small,low,1
low,low,1,more,small,med,0
low,low,1,more,small,high,0
low,low,1,more,med,low,1
low,low,1,more,med,med,0
low,low,1,more,med,high,0
low,low,1,more,big,low,1
low,low,1,more,big,med,0
low,low,1,more,big,high,0
low,low,4,2,small,low,1
low,low,4,2,small,med,1
low,low,4,2,small,high,1
low,low,4,2,med,low,1
low,low,4,2,med,med,1
low,low,4,2,med,high,1
low,low,4,2,big,low,1
low,low,4,2,big,med,1
low,low,4,2,big,high,1
low,low,4,4,small,low,1
low,low,4,4,small,med,0
low,low,4,4,small,high,0
low,low,4,4,med,low,1
low,low,4,4,med,med,0
low,low,4,4,med,high,0
low,low,4,4,big,low,1
low,low,4,4,big,med,0
low,low,4,4,big,high,0
low,low,4,more,small,low,1
low,low,4,more,small,med,0
low,low,4,more,small,high,0
low,low,4,more,med,low,1
low,low,4,more,med,med,0
low,low,4,more,med,high,0
low,low,4,more,big,low,1
low,low,4,more,big,med,0
low,low,4,more,big,high,0
low,low,5more,2,small,low,1
low,low,5more,2,small,med,1
low,low,5more,2,small,high,1
low,low,5more,2,med,low,1
low,low,5more,2,med,med,1
low,low,5more,2,med,high,1
low,low,5more,2,big,low,1
low,low,5more,2,big,med,1
low,low,5more,2,big,high,1
low,low,5more,4,small,low,1
low,low,5more,4,small,med,0
low,low,5more,4,small,high,0
low,low,5more,4,med,low,1
low,low,5more,4,med,med,0
low,low,5more,4,med,high,0
low,low,5more,4,big,low,1
low,low,5more,4,big,med,0
low,low,5more,4,big,high,0
low,low,5more,more,small,low,1
low,low,5more,more,small,med,0
low,low,5more,more,small,high,0
low,low,5more,more,med,low,1
low,low,5more,more,med,med,0
low,low,5more,more,med,high,0
low,low,5more,more,big,low,1
low,low,5more,more,big,med,0
low,low,5more,more,big,high,0
